تاريخ البيع,إسم المنتج,صنف المنتج,المدينة,السعر (رس),الكمية المباعة,السعر الإجمالي (رس)
2023-09-20,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,خميس مشيط,262.37,90,29421.7
2023-09-21,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,جدة,362.52,55,6439.11
2023-09-20,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,خميس مشيط,458.92,82,8498.099999999999
2023-09-18,دقلة اليوم الوطني (اسود),ملابس,خميس مشيط,154.76,37,14908.95
2023-09-15,عقال مقصب,ملابس,جدة,359.14,50,3250.2999999999997
2023-09-19,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,الدمام,223.11,84,29551.02
2023-09-16,تيشرت خارطة المملكة مع اسم المنطقة,ملابس,الدمام,194.27,12,8317.26
2023-09-16,تيشرت نحلم ونحقق,ملابس,الدمام,351.69,83,6307.259999999999
2023-09-16,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,خميس مشيط,348.18,89,6179.530000000001
2023-09-21,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,خميس مشيط,262.77,46,4732.32
2023-09-21,جاكيت اطفال اليوم الوطني,ملابس,الرياض,321.14,13,10193.85
2023-09-16,بروش علم السعودية - ( معدن ),هدايا,جدة,266.0,91,321.36
2023-09-15,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,خميس مشيط,462.48,24,6165.9
2023-09-19,شال نسائي اليوم الوطني,ملابس,الدمام,251.85,35,4661.78
2023-09-21,دقله اليوم الوطني السعودي 93,ملابس,جدة,440.51,48,3348.36
2023-09-22,جاكيت اطفال اليوم الوطني,ملابس,جدة,204.63,66,29909.34
2023-09-22,بروش علم السعودية - ( معدن ),هدايا,خميس مشيط,302.39,53,12222.199999999999
2023-09-16,دقلة اليوم الوطني,ملابس,الدمام,368.8,91,332.1
2023-09-16,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,الرياض,137.74,51,4610.63
2023-09-18,شال اليوم الوطني (نحلم ونحقق),ملابس,جدة,388.85,24,4647.280000000001
2023-09-17,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,جدة,156.62,70,2841.65
2023-09-15,شال نسائي اليوم الوطني,ملابس,الدمام,496.9,20,42187.170000000006
2023-09-15,سديري الهوية الوطنية,ملابس,خميس مشيط,383.86,19,29453.399999999998
2023-09-21,تيشرت نحلم ونحقق,ملابس,الرياض,371.97,52,22941.0
2023-09-18,دقله اليوم الوطني السعودي 93,ملابس,الدمام,154.52,37,3070.7999999999997
2023-09-16,عقال رجالي مقصب,ملابس,الدمام,411.44,39,8670.390000000001
2023-09-18,بكج توزيعات نحلم ونحقق,هدايا,الرياض,92.07,92,8858.18
2023-09-18,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,جدة,99.35,24,9905.49
2023-09-18,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,الدمام,376.48,42,484.83
2023-09-17,دقلة اليوم الوطني,ملابس,جدة,237.38,52,38328.58
2023-09-19,شال اليوم الوطني (نحلم ونحقق),ملابس,خميس مشيط,499.14,30,4581.990000000001
2023-09-17,بشت اليوم الوطني مع اضافه الاسم,ملابس,خميس مشيط,481.46,99,167.86
2023-09-17,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,خميس مشيط,83.62,24,16130.52
2023-09-21,سديري اليوم الوطني بالاسم,ملابس,الرياض,233.94,34,13000.65
2023-09-20,شال اليوم الوطني (نحلم ونحقق),ملابس,الدمام,143.65,72,4686.55
2023-09-15,شال اليوم الوطني (هيا لنا دار),ملابس,خميس مشيط,176.32,87,7315.76
2023-09-21,دقلة اليوم الوطني,ملابس,الرياض,291.02,57,12646.320000000002
2023-09-21,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,الدمام,86.62,67,4253.5
2023-09-20,سديري ولادي اليوم الوطني 93,ملابس,جدة,238.06,23,19891.76
2023-09-18,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,خميس مشيط,425.35,65,14549.91
2023-09-18,دقلة اليوم الوطني,ملابس,جدة,264.95,24,16300.0
2023-09-16,بروش علم السعودية - ( معدن ),هدايا,جدة,196.72,61,6003.48
2023-09-18,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,خميس مشيط,270.15,62,46930.24
2023-09-18,عقال رجالي مقصب,ملابس,خميس مشيط,315.05,9,14421.75
2023-09-20,بشت اليوم الوطني,ملابس,الرياض,81.68,24,4774.56
2023-09-20,سديري اليوم الوطني بالاسم,ملابس,خميس مشيط,422.49,44,5353.7
2023-09-21,دقله اليوم الوطني السعودي 93,ملابس,الدمام,240.0,94,2953.68
2023-09-22,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,خميس مشيط,121.16,96,14516.480000000001
2023-09-22,شال اليوم الوطني (هيا لنا دار),ملابس,جدة,132.13,54,6978.660000000001
2023-09-20,شال نسائي اليوم الوطني,ملابس,الدمام,241.04,55,12513.66
2023-09-15,جاكيت اطفال اليوم الوطني,ملابس,الدمام,421.02,82,4219.0
2023-09-22,بشت اليوم الوطني مع اضافه الاسم,ملابس,جدة,275.75,49,37868.75
2023-09-19,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,جدة,425.39,96,714.78
2023-09-19,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,الرياض,200.42,17,9668.19
2023-09-16,عقال مقصب,ملابس,خميس مشيط,412.22,87,31025.1
2023-09-19,مجموعة 12 كرت حامل,هدايا,الدمام,362.7,47,4065.1000000000004
2023-09-21,بشت اليوم الوطني السعودي 93,ملابس,الدمام,495.65,14,9827.699999999999
2023-09-20,دقلة اليوم الوطني,ملابس,خميس مشيط,344.86,69,24680.32
2023-09-22,جاكيت اطفال اليوم الوطني,ملابس,خميس مشيط,187.52,29,21072.04
2023-09-16,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,الدمام,300.04,82,15946.079999999998
2023-09-15,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,الرياض,183.1,45,14827.88
2023-09-18,بكج توزيعات نحلم ونحقق,هدايا,خميس مشيط,467.38,99,15259.41
2023-09-22,دقلة اليوم الوطني,ملابس,جدة,348.15,17,4746.84
2023-09-18,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,خميس مشيط,148.01,22,6885.06
2023-09-19,لوقو اكريليك دائري لليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الرياض,308.57,84,3373.16
2023-09-21,فستان اليوم الوطني السعودي 93,ملابس,الرياض,70.08,31,3423.8399999999997
2023-09-17,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,الدمام,351.78,14,684.64
2023-09-21,تيشرت نحلم ونحقق,ملابس,جدة,241.94,89,3726.0
2023-09-19,دقلة اليوم الوطني,ملابس,جدة,453.65,32,10181.4
2023-09-15,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,الدمام,67.74,13,26975.0
2023-09-19,شال نسائي اليوم الوطني,ملابس,الرياض,137.47,26,1618.0500000000002
2023-09-16,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,جدة,349.12,73,22494.3
2023-09-19,بروش سيفين ونخلة - ( معدن ),هدايا,الدمام,99.01,3,2609.3199999999997
2023-09-20,بروش سيفين ونخلة - ( معدن ),هدايا,الدمام,246.81,68,36174.02
2023-09-19,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,جدة,100.46,92,12622.26
2023-09-21,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,خميس مشيط,299.99,64,3507.2999999999997
2023-09-17,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,جدة,320.87,88,10885.439999999999
2023-09-16,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,جدة,63.31,21,3276.6299999999997
2023-09-20,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الدمام,202.62,78,13134.08
2023-09-16,فستان اليوم الوطني السعودي 93,ملابس,الرياض,170.28,64,37184.4
2023-09-18,دقلة اليوم الوطني (اسود),ملابس,الرياض,365.06,85,25969.32
2023-09-19,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,الرياض,330.27,42,7995.599999999999
2023-09-19,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,الدمام,252.24,94,20266.739999999998
2023-09-15,بربتوز ولادي اليوم الوطني 93,ملابس,الدمام,66.77,80,2786.7000000000003
2023-09-16,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,خميس مشيط,267.47,91,21577.530000000002
2023-09-18,فستان اليوم الوطني السعودي 93,ملابس,الرياض,50.51,13,1526.6399999999999
2023-09-18,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,الدمام,63.56,18,26692.239999999998
2023-09-18,شال اليوم الوطني (هيا لنا دار),ملابس,خميس مشيط,333.48,98,40690.4
2023-09-21,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,خميس مشيط,416.74,57,8541.64
2023-09-19,بشت اليوم الوطني السعودي 93,ملابس,الرياض,117.67,36,25592.43
2023-09-18,سديري الهوية الوطنية,ملابس,جدة,353.03,8,10292.06
2023-09-21,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,خميس مشيط,294.54,92,16298.25
2023-09-15,شال اليوم الوطني (هيا لنا دار),ملابس,خميس مشيط,192.83,30,41389.92
2023-09-19,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,خميس مشيط,297.07,41,5310.06
2023-09-15,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,خميس مشيط,434.53,67,8113.6
2023-09-21,بروش علم السعودية - ( معدن ),هدايا,الدمام,341.24,53,17009.85
2023-09-22,فستان اليوم الوطني السعودي 93,ملابس,الدمام,371.32,83,21291.45
2023-09-18,مجموعة 12 كرت حامل,هدايا,الدمام,284.31,53,27113.8
2023-09-16,أكياس ميني أبيض بشعار اليوم الوطني93 نحلم ونحقق درزن(مجموعة 12 قطع),هدايا,الدمام,288.77,5,22200.579999999998
2023-09-22,سديري اليوم الوطني بالاسم,ملابس,الرياض,76.68,61,37502.1
2023-09-22,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,جدة,340.39,1,3064.7200000000003
2023-09-19,بكج توزيعات نحلم ونحقق,هدايا,الدمام,454.72,91,11194.58
2023-09-18,دقلة اليوم الوطني (اسود),ملابس,جدة,430.04,73,9575.76
2023-09-15,دقلة اليوم الوطني,ملابس,الرياض,416.5,53,962.64
2023-09-19,تيشرت نحلم ونحقق,ملابس,الدمام,243.17,25,9228.72
2023-09-18,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,الدمام,185.06,37,4198.81
2023-09-21,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,الرياض,106.55,45,8603.84
2023-09-15,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,جدة,333.26,12,3245.0800000000004
2023-09-20,شال اليوم الوطني (هيا لنا دار),ملابس,الرياض,443.14,75,18892.5
2023-09-15,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,الرياض,477.04,85,16450.2
2023-09-21,شال نسائي اليوم الوطني,ملابس,خميس مشيط,377.25,96,3212.7999999999997
2023-09-18,عقال رجالي مقصب,ملابس,الرياض,56.6,23,20937.899999999998
2023-09-16,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,الدمام,348.81,68,21841.2
2023-09-18,سديري اليوم الوطني بالاسم,ملابس,جدة,322.68,1,13023.22
2023-09-18,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,الرياض,336.33,25,6346.08
2023-09-22,دقلة اليوم الوطني,ملابس,جدة,191.12,99,5307.93
2023-09-18,دقلة اليوم الوطني,ملابس,الدمام,333.26,90,3541.32
2023-09-15,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,الرياض,150.79,4,998.34
2023-09-21,شال اليوم الوطني (هيا لنا دار),ملابس,الدمام,399.33,60,34103.48
2023-09-18,شال اليوم الوطني (نحلم ونحقق),ملابس,الرياض,336.57,18,255.76
2023-09-15,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الرياض,374.41,98,41489.84
2023-09-16,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,خميس مشيط,120.2,76,10563.300000000001
2023-09-16,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الدمام,297.52,16,3376.56
2023-09-15,دقله اليوم الوطني السعودي 93,ملابس,الدمام,55.72,1,3245.0800000000004
2023-09-15,أكياس ميني أبيض بشعار اليوم الوطني93 نحلم ونحقق درزن(مجموعة 12 قطع),هدايا,الدمام,90.4,62,24819.989999999998
2023-09-20,بشت اليوم الوطني السعودي 93,ملابس,الدمام,383.11,93,731.76
